Nombre Completo,Pago
Paola,Asencio,2980.45
Verónica,Castro,3343.12
Edgar,Moscosa,265.79999999999995
Jorge,Flores,2390.75
Miguel,Solorzano,4361.0
Antonio,Martínez,366.42
Lorena,Magallanes,652.8000000000001
Andrea,Valdez,1016.8
Carlos,Álvarez,8869.55
José,Mora,4804.45
Claudia,Pérez,2325.94
Laura,Coronado,1449.29
Brenda,Godinez,1766.75
Martha,Fadl,1403.69
Abraham,Soto,1005.1
Ana,Camarena,2295.6
Cristina,Huber,6449.6
Humberto,Silva,66.36
Francisco,Velasco,1616.72
Juan,Tovany,4637.599999999999
Daniel,Sosa,4128.25
Lucero,Gutiérrez,1518.3
Juan,González,1621.5
Heidy,Silva,1277.88
Paulina,Bojórquez,1987.44
Rafael,Orozco,7222.879999999999
Ana,Barrera,221.13
Hector,Sainz,353.44
Emmanuel,Villada,2730.2999999999997
Carlos,Peña,2009.3400000000001
Celia,Gómez,744.0699999999999
José,Sierra,3124.44
Alba,Rodríguez,3343.68
José,Ceja,2497.0499999999997
Perla,Gonzalez,3558.75
Cristopher,Garibay,1699.05
Francisco,Elenes,3428.5299999999997
Ana,Lewis,3239.61
Allan,Torres,2643.0299999999997
Francisco,Alvarado,2693.7599999999998
Carlota,Takahashi,2181.38
Bernardo,Bañales,233.48999999999998
Mónica,Mendoza,2128.95
Thalia,Arreola,2749.6800000000003
Francisco,Navarro,1881.39
Pablo,Dávila,2663.08
Giselle,Pérez,2383.16
María,Maza,4000.62
Ivonne,Candia,1644.75
Ramón,Delgado,5039.58
Stephanie,León,3478.9799999999996
Lilia,Ochoa,3309.02
Natalia,Zepeda,2229.21
Nicole,Basañez,2483.7
Gibran,Franco,3881.5
Agustín,González,3028.7599999999998
Andrea,López,726.5600000000001
Humberto,Hinojosa,597.36
Alejandro,Ubidia,2084.4
Linda,Vázquez,3682.6399999999994
Alejandra,Lizárraga,3473.1
Juan,Berecochea,3290.92
Omar,Ramírez,2837.6099999999997
Mariela,Gutiérrez,1676.7
Lorena,Carpena,5281.450000000001
Rocío,Avalos,56.1
Maria,Santos,1204.2
Tania,Cánovas,5746.95
Paulina,Avena,8286.02
Carlos,Ulloa,990.0600000000001
Gabriel,Ortega,1875.0
Violeta,Rosete,2470.2999999999997
José,Naya,3848.5200000000004
Eva,Rubio,2034.9
Cecilia,Contreras,3471.05
Sofía,Zazueta,2074.8300000000004
Gina,Luna,1158.5
Martín,Navarro,310.4
Ana,Yamuni,6561.719999999999
Alejandra,Martínez,2913.04
María,Conejo,1357.0
Alba,Ruelas,6363.44
Alma,García,180.18
Laura,Robles,6234.0
Gabriela,Rivera,223.07999999999998
Fernanda,Fernandez,23.85
Rodrigo,Melo,1550.3999999999999
Rodolfo,Vargas,971.96
Anna,Quesada,2002.56
Paulina,Castañeda,1816.3999999999999
Hugo,Rosas,4861.92
Andres,Mora,2176.1600000000003
Cinthia,Santana,1119.41
Lucrecia,Zendejas,6282.9
José,Cervantes,6826.889999999999
David,Lozano,206.48
Mauricio,Osorio,298.4
Ignacio,Fainchtein,452.52000000000004
Myriam,Litchi,4470.96
Hilda,Palazuelos,910.91
Gisela,Hach,7765.199999999999
Jorge,Corona,891.14
Janeth,González,3342.4799999999996
Antonio,Navarro,4349.67
Ana,Mora,3126.7200000000003
Paul,Payán,3300.68
Miguel,Alarcón,2523.8599999999997
Maria,Navarro,1346.0
Irene,Aguilar,1685.6000000000001
Karen,Martinez,8607.5
Martha,Perochena,2091.61
Stephanie,Font,8541.0
Pedro,Padilla,1139.25
Ulises,López,461.16
Luis,Laguna,4610.5199999999995
Enrique,Suárez,68.5
Jonathan,Dominguez,7577.12
Jethro,Pizá,2701.04
Manuel,García,1412.3500000000001
José,Piña,5252.72
Jonathan,Vaca,4458.8
Claudia,Urquía,104.19000000000001
Abraham,Lozano,2112.65
Alberto,Aroche,2136.17
Marcela,Ornelas,2838.6
Ricardo,Castillo,583.27
José,Orozco,4978.16
Manuel,Calderón,3780.81
Rodrigo,Nuño,1617.84
Mariana,López,2426.8
Carlos,Ortíz,7941.0
Noemi,Ortiz,236.8
Salvador,Oropeza,4094.79
Daniel,Barreto,3425.2400000000002
Marco,Suárez,1164.8
Josué,Partida,1768.71
Javier,Aguilar,4508.5
Adriana,Sepulveda,3168.62
Sebastián,Escoto,1230.0
Claudia,Rey,486.15000000000003
Fernando,Ramírez,973.4399999999999
Héctor,Rubio,4858.4
Fabián,Rangel,1867.1999999999998
César,Mercado,3823.9400000000005
Sandra,Bueno,1859.76
Michel,Flores,3876.5999999999995
Gabriela,Leyva,2523.36
Carlos,García,2802.09
Luis,González,921.78
Carlos,Rauda,8507.94
Bertha,Rojas,2423.04
Ivon,Grayeb,2631.66
Mariana,Torres,5890.719999999999
Ana,Macias,5254.08
Karla,Ojeda,1960.8400000000001
Samira,Contreras,791.8199999999999
Rocio,Vázquez,2642.1499999999996
Stephanie,Osuna,468.35
Anahí,Hernández,2799.09
Daniella,Zarate,2994.8799999999997
Hugo,Arévalo,3682.25
José,Berrelleza,4146.72
Susanna,Pun,2594.16
Lucia,Mendoza,634.08
Carlos,Sahd,3860.56
María,Delgadillo,1269.6000000000001
Martha,Alvarez,2958.65
Mayari,Bañuelos,2724.91
Rebeca,Alejandre,4115.7
Pedro,Bucio,68.25
Fidel,Avendaño,1439.33
Andrea,Esparza,149.2
Jesús,Chávez,743.04
Aldo,Torres,4155.8
Miguel,Meade,1983.7999999999997
Silvia,Gómez,1922.8
Yoel,Alcocer,2406.2
Susana,González,43.199999999999996
Mariana,Serrano,3017.5
Andrés,Durán,2648.92
Adolfo,Niebla,3672.18
Claudia,Bogarín,44.64
Francisco,Ayala,678.78
Alvaro,Castañón,700.44
Héctor,Villalpando,3770.9500000000003
Diana,Gutiérrez,2506.9700000000003
Miriam,Salgado,4859.04
Carlos,Altúzar,4339.72
Bárbara,Ramírez,842.86
Rodrigo,Ramírez,787.92
Jorge,Cortés,3155.8799999999997
Adriana,Hernández,1789.8799999999999
José,Caro,1355.24
Daniel,Urbina,7480.26
Laura,Medina,3711.75
Zulma,Tiscareño,4023.23
Daniela,López,3319.64
Erika,Rivera,1991.3999999999999
Evelin,Ruvalcaba,6378.75
Andrea,Rocha,4915.62
Manuel,Hernandez,1403.52
María,Moreno,3464.37
José,Monteón,4729.32
Andrea,Soto,3982.2300000000005
Luis,Contreras,2528.0
Ileana,Bernal,1797.75
Karen,Irra,3122.56
Jennifer,Gayoso,2771.37
Christian,Barba,2037.96
Valeria,Franco,2345.32
America,Mendoza,7215.04
Luis,Jiménez,214.07999999999998
Diego,Payan,1405.6
María,Gallego,4055.01
Bernardo,Munguía,5435.08
Luz,Mazariegos,2506.66
Juan,Orvañanos,1012.4
Santiago,Jiménez,476.85
Ricardo,Madrigal,4783.48
Diana,Yáñez,574.2
Oscar,Bracamontes,5413.72
Héctor,Cabrera,5663.96
Alejandro,Peña,2444.4
David,Magaña,1090.95
Omar,Núñez,4525.62
Héctor,Sisnett,6141.85
Luis,Vázquez,6598.889999999999
Alonso,Bolaños,2697.6
Carlos,Guijarro,7249.950000000001
Rita,Padilla,1046.7
Habbibi,López,1486.0
Jaime,González,6340.88
Aldo,Valdez,6026.16
Eliézer,Padilla,738.24
Jesús,López,1500.93
Luz,Lares,2479.7999999999997
Sarah,Andrade,2423.2
Ana,Gómez,4920.16
Lorena,Silva,9630.900000000001
José,Sánchez,2694.4
Karely,Bonilla,2322.7200000000003
Yuinleng,Colín,3191.44
Miguel,Salcedo,1728.4
Iván,Espinosa,1573.5
Gasibe,González,97.68
Paul,Nuñez,4854.799999999999
Barbara,Beltrán,4814.79
Gerardo,Gutiérrez,2749.7799999999997
Bruno,Lanczyner,4307.1
Salvador,Guzmán,858.08
Diana,Arcos,5198.5
Pablo,Velázquez,1243.5
Alejandro,Rodríguez,4198.9800000000005
Manuel,Lamadrid,1814.0
Maricarmen,Santarelli,1084.05
José,Aguilar,1171.47
Carlos,Ramos,32.9
Arianna,Alarcón,3994.1000000000004
Lourdes,Camarena,2478.0
Jesús,Muradyan,4754.96
Juan,Fernández,1799.98
Enrique,Cancino,5562.96
Ivette,Tello,851.75
Jorge,Gutiérrez,5557.72
Carlos,Serrano,1025.2
Zyanya,Virgen,3454.19
Rafael,Hernández,514.4399999999999
Viviana,Gálvez,815.9399999999999
Norma,Salazar,1040.52
Elizabeth,Flores,352.8
Andrés,Hernández,2451.57
Ismael,Covarrubias,237.60000000000002
Luis,Cañedo,1907.6000000000001
Karla,Arenas,1299.77
Yoali,Díaz,3828.69
Marcela,Becerra,3201.0
Felipe,Llano,2197.88
Fernando,Amaya,3003.2999999999997
Laura,González,326.04
Diana,Ruiz,1113.0
Natalia,Langarica,3832.14
Alejandra,Hernández,6969.5
Enrique,Parada,976.95
Tanya,Kimoto,3116.43
Kaori,Ramos,1212.8400000000001
Sergio,Angulo,5560.8
Angelica,Delgado,1636.6799999999998
Citlali,Herrera,3959.04
José,Espinoza,1044.99
Manuel,Arias,327.59
Mario,Robledo,4206.7
Francisco,Ponce,324.6
Antonio,Cárdenas,2076.38
Ariel,Reyes,8431.1
Fernando,Ramírez,1548.72
Oscar,Rivera,641.52
Sarah,Villarreal,398.44
Jason,Vergara,4733.31
José,Campos,7072.12
Bernardo,Marín,1040.52
Mauro,Maeda,3595.71
Maui,Velasco,402.52000000000004
Carlos,Vallejo,1301.4
Julio,González,3885.0
David,Cabrera,1005.7499999999999
Jorge,Torres,1142.1799999999998
Karla,Málaga,1407.78
Heladio,Morett,2364.7999999999997
Ricardo,Cruz,597.6800000000001
Mayra,Armida,2569.68
Marcos,Espinosa,8764.960000000001
Juan,Armenta,4727.12
Fernando,Duarte,2433.21
Carlos,Torres,2909.77
Beatríz,Domínguez,1870.36
Leticia,Alcaraz,1247.0900000000001
Marla,Vargas,4060.33
Leslye,Anguiano,1773.31
Elizabeth,Morales,865.5500000000001
Mariana,Voss,5039.4
Víctor,Zaragoza,6877.75
Mariana,Montes,2114.3900000000003
Laura,Muez,2606.82
Andrea,Cazarez,2344.08
Santiago,Rábago,4534.5599999999995
Enrique,Barrera,2878.1200000000003
Rebeca,Salcedo,8263.289999999999
Delia,Hernández,645.0
Mariana,Sánchez,1134.98
Abelardo,Abundis,2860.89
José,Armenta,2333.52
Ana,Campos,1063.52
Rosa,Cendales,4143.04
Alejandro,Delgado,2288.08
Javier,Macias,2707.67
Mónica,Naranjo,2720.9700000000003
Paulina,Partida,697.05
Alina,Acosta,741.44
Herminio,Celis,6490.71
Juan,Llamas,2477.16
Luis,Robles,2993.2000000000003
Sandra,Montoya,177.3
Hayk,Méndez,1323.0
Paola,Solis,1259.28
Aldo,Arteche,515.5500000000001
Miguel,Fernández,4358.900000000001
Eduardo,Morales,1068.75
Javier,Meléndez,7051.320000000001
José,Arévalo,2784.15
Javier,Hinojosa,491.91999999999996
Jorge,Naranjo,2447.38
José,Hernández,3098.4
Kenia,Fernández,4150.79
Jaime,Gastelum,5227.74
Alejandro,Salinas,847.8000000000001
Liza,Padilla,3581.9999999999995
Ana,Ventura,2365.3799999999997
Claudia,Luengas,3116.1000000000004
Aranzazú,Ruíz,886.14
Cristal,Maciel,1541.69
Carla,Mirón,1289.44
Carlos,Petersen,3614.8500000000004
Alberto,Martínez,2819.25
Diego,Pineda,5442.5
Diego,Robles,4027.4
René,Flores,2800.75
Pablo,Salmerón,5812.95
Benito,Velázquez,1190.6399999999999
Carlos,Parra,3760.74
Victor,Cárdenas,898.92
Claudia,Nísino,8778.39
Jaime,Rodriguez,535.8299999999999
Ana,Galindo,832.58
Andrés,Garza,749.36
Cecilia,Meza,20.14
Manolo,Ronquillo,278.96
Alberto,Blanquet,1488.64
Aldo,Velasco,2700.77
Ana,García,1375.6599999999999
Elisa,Robles,1430.52
Andrés,Galván,588.05
Jesica,Oregel,2179.44
María,Navarro,3787.21
Luis,Chávez,117.16
Mariana,Hernandez,2964.64
Mayra,Ramos,2671.9500000000003
Michelle,Trillo,697.6
Francisco,Torres,1674.18
Oscar,Pérez,4145.66
Osvaldo,Bribiesca,1969.0
Ana,Hernández,2768.5
Mariana,Figueroa,2669.34
Cecilia,Saldaña,1170.46
Grecia,Espinoza,7514.88
Diana,Parra,2980.3199999999997
Luis,Fraga,589.9000000000001
Jorge,Revilla,5890.5599999999995
Víctor,Camarena,480.72
Christian,Goena,3340.2400000000002
Juan,Rodríguez,5792.4
Rafael,López,726.84
Odette,Méndez,3661.3199999999997
Gilberto,Brakmo,3454.56
Ingrid,Ibarra,1910.7399999999998
Lidia,Cortés,242.82
Jessica,Moncayo,793.26
Elizabeth,Ramos,2813.58
Luis,Araoz,1457.2
Teresa,Hernandez,5096.3
Diego,Pérez,3348.36
Ana,Esparza,227.2
Gabriel,Ventura,303.04
Luis,Gaitán,259.6
Luis,Hernández,906.56
Adriana,Ledesma,4043.0099999999998
José,Acosta,5895.0
Karen,Gómez,596.96
Evelyn,Silva,3090.96
Mariely,Barrientos,5514.5
Athziri,Camarena,6597.25
Luis,Solis,1072.5
Allan,Olvera,1677.6000000000001
Cesar,Escalante,1290.64
José,Romero,749.36
Alejandra,Madrigal,2138.07
Carlos,Arredondo,3023.25
Alvaro,Cortes,1846.32
Jorge,Báez,1623.96
Paulina,Orendain,3439.9500000000003
Marco,Limón,3376.99
Miguel,Castellanos,2272.0
Martín,Guereña,1112.96
Abraham,Velázquez,2791.57
Karla,Izquierdo,1976.56
Francisco,Ramírez,3406.8900000000003
Alan,Acosta,4191.4800000000005
Ramón,Canales,1927.68
Vania,Casillas,3705.31
Chris,Bonilla,3173.76
Karol,González,2958.29
Victor,Gómez,7509.24
Daniel,Arana,2909.5
Everardo,Hernández,3854.47
Jesus,Gomez,942.92
Rosaura,Ortega,4786.88
Karla,Sánchez,554.0300000000001
Leticia,Monsiváis,1016.32
Lucía,Martínez,600.96
Ruth,Gutiérrez,2398.88
Héctor,Ornelas,1454.88
Alejandro,Inzunza,2153.34
Ana,Cessa,2753.46
Gilberto,Galeana,612.92
Félix,Castillo,4766.06
Fernanda,O´Farril,1529.28
Luis,Frías,248.85
Eduardo,Montaño,951.97
José,Rodríguez,5742.4
Miguel,García,4177.5
Fernando,Lomelín,2015.3100000000002
Salvador,Caudillo,2609.19
María,Ramírez,4082.65
Héctor,Zendejas,2653.15
Genaro,Yáñez,1759.9699999999998
Mauricio,Gallo,5604.900000000001
Cristopher,Gonzalez,4191.78
Jessica,González,2854.1699999999996
Axel,Cessa,5888.400000000001
Luis,Gandoulf,3084.4
Rogelio,Diaz,2497.6
Carmen,Pérez,1052.31
Juan,Padilla,76.0
Antonio,Yáñez,408.15000000000003
Miguel,Garcia,295.43
Abraham,Garcia,1193.4
Karina,Masciarelli,1646.7
Carlos,Cessa,1977.6000000000001
Armando,Espino,248.52
José,Meneses,522.0600000000001
Adriana,Castillo,1221.8799999999999
Carlos,Siordia,2289.63
Jennifer,Carrillo,5218.009999999999
Richard,Rivas,853.74
Abelardo,Gutiérrez,452.8
Miguel,Cerecedo,852.2399999999999
Marco,Neri,2289.92
Mariel,Zavala,1122.1200000000001
Livier,Perez,2402.4
Adaía,Villegas,4199.620000000001
Elizabeth,Medrano,1604.8
Adriana,Hernández,3702.7999999999997
Luz,Madrigal,2477.2
Ana,Sánchez,1285.01
Itzel,Aguilar,5238.59
Stephanie,López,1872.64
César,González,1195.67
José,García,1768.0
Isis,Velázquez,2097.15
Laura,Chiu,3304.6400000000003
Lizneth,Arias,3118.0499999999997
Johan,Peña,2411.29
Juan,Monroy,2022.8999999999999
Daniel,Rebolledo,6573.389999999999
Santiago,Rodríguez,1637.28
Alejandro,Arcaute,10.149999999999999
Edgar,Maza,4847.11
Gina,Carrillo,2247.25
Julieta,Sandoval,2893.12
Vilma,Gómez,1915.0
Itzi,Gómez,1694.3999999999999
Tomas,Farah,2370.44
Leonardo,Bojórquez,2285.45
Andrés,Alvarez,2360.64
José,Naranjo,1705.27
Tomás,Zamora,1673.21
Alejandro,Quintero,5595.900000000001
Daniel,Lepez,85.6
Andrea,Toledo,908.58
Zitlalkuahutli,López,410.78
Brenda,Díaz,3098.7000000000003
Ampelio,Reyes,3674.3199999999997
Samuel,Rivera,523.38
Gustavo,Aguilar,5325.969999999999
Teófilo,Andalón,200.16
Juan,Velazquez,6251.04
Jessica,Cortés,972.84
Hilda,Bernal,1513.0
Miguel,Torres,6747.95
Gabriela,Vargas,4510.62
César,Tejeda,3314.7
Roberto,Amaro,500.76000000000005
Alfredo,Reséndiz,5292.049999999999
Alvaro,Silerio,700.77
Victoria,Cázares,7311.0
Alejandra,Fiscal,3111.63
Jennifer,Basave,3036.2400000000002
Marcela,Peregrina,2939.98
Adriana,Covarrubias,2788.14
Rosal,Torres,1626.52
Eduardo,Reyes,491.91999999999996
Edmundo,Flores,938.6
Karla,Garcia,2601.6000000000004
Aldo,González,1475.46
Ivan,Nieto,5662.5599999999995
Gerardo,Martínez,3615.14
Francisco,Zamora,41.1
Stefania,Gutiérrez,1663.8
Ana,Plascencia,2053.6
Eder,González,4466.3099999999995
Eric,González,3131.55
Carlos,Murguia,2078.5699999999997
Karla,Chávez,1738.08
José,Jiménez,1099.22
Michelle,Orellana,398.09999999999997
Iliana,Prado,3561.12
Isaac,Cueva,3738.0
Lino,Morán,3326.2799999999997
Saúl,Ortega,2484.46
Celina,Ramírez,2144.61
Ramon,Rodriguez,2689.87
Anabel,Garcia,1254.8999999999999
Vanessa,Blanchet,4511.360000000001
Rafael,Pérez,2988.72
Aline,Mercado,2043.84
Emma,Espinoza,3822.96
Liliana,Loza,1983.87
Leslie,Rendón,2448.18
Guillermo,Reynosa,341.04
Martha,Perez,901.6000000000001
Aldo,Ramirez,1191.54
Gabriel,Palacios,3464.08
Fernando,Jacobo,549.85
Alessandra,Nieto,522.39
Felipe,Montilla,5177.4800000000005
Gustavo,Pimienta,183.04
Julieta,Gutierrez,3267.7000000000003
Danya,Machuca,2577.28
Angélica,Magdaleno,2915.6
Manuel,Cabriales,118.80000000000001
Marina,Ousset,987.3
Rocío,Llamas,1263.99
Victor,Rojas,3398.6699999999996
Renee,Santana,3820.16
Emmanuel,Novelo,4437.599999999999
Marco,Rivera,5109.99
Santiago,Alvarez,4184.6
Oscar,Milián,4357.92
Manuel,Castañeda,1367.3
José,Villanueva,4326.3
Maria,Gutierrez,531.65
Raúl,Berendes,520.96
María,Ayala,570.24
Roberto,Alvarez,3766.0
Ana,Villarreal,5202.6
Yavari,Martínez,3675.3500000000004
Carlos,García,2914.56
José,Ayala,2420.55
Carlos,Castro,1620.85
María,Cervantes,1288.5
Juan,Hernández,2252.88
Christian,Torres,788.19
Debora,Lechuga,923.52
Alejandro,Ibarra,7536.07
Perla,Sánchez,1129.7
Claudia,Hernández,2679.6
Elizabeth,Ortiz,2233.91
Victor,Ortíz,965.26
Daniel,Oyarzabal,3340.5
María,Rábago,328.65000000000003
Ana,Martín,1355.04
José,Robledo,1173.34
Jose,Arias,3215.67
Samantha,Neri,2045.16
Gonzalo,Álvarez,179.97
Erick,Villegas,2194.0
María,Martínez,1167.18
Brenda,Martìn,3459.9900000000002
Flor,Lopez,6871.599999999999
Ximena,Barajas,4872.0
Mirna,Ríos,1053.9
María,Hernández,4685.04
Jaime,Nadirova,703.8000000000001
Lourdes,Escalante,1737.54
Sofía,Flores,3799.88
Jaime,Martínez,4954.2
Ricardo,Sánchez,4144.0
Fátima,Zavala,1443.09
José,López,5564.469999999999
Victor,Bastidas,1025.55
Julia,Sánchez,3428.04
Jesús,Garcia,2040.7399999999998
José,Pérez,4119.6900000000005
Jesús,Diaz,1512.7
Griselda,Vázquez,3564.68
Luis,León,590.55
Yesica,Alvarez,3720.4799999999996
Eduardo,Ayala,4257.61
Lourdes,Martín,981.9599999999999
Edson,Carabez,4520.16
Jaime,Dávila,500.4
Edgar,Uranga,6424.36
Dalia,Velázquez,4915.349999999999
Carlos,Aguas,82.88
Kirsten,Reyes,5917.599999999999
Bernardo,Flores,1646.54
Luz,Muñoz,541.64
Rosa,Luna,377.10999999999996
Laura,Ortíz,928.8000000000001
Joel,Darwish,2328.48
Andrea,Gasca,5354.58
Carlos,Sedano,731.9
Diana,Jasso,1874.3400000000001
Lorena,Navarro,1466.64
Jose,Lomelí,860.16
Yurixy,Orozco,6839.1
Sofía,Velasco,6114.900000000001
Juan,Armenta,675.15
Ximena,Armenta,1094.08
Jaime,Aceves,4091.52
Paulina,Quintero,807.24
Guillermo,Padilla,59.16
Guillermo,Acosta,2504.2599999999998
José,Meza,1317.8400000000001
Daniel,Pérez,8734.400000000001
Pablo,González,7587.48
Manuel,Padilla,625.24
Ana,García,1199.04
Isis,Ramirez,1959.6000000000001
Raziel,Toscano,3046.56
Carlos,Cortés,805.2800000000001
Carlos,Morfin,1503.3
Georgina,Gómez,3664.2
Juan,Arévalo,2412.85
Aldo,Ocegueda,1835.2
Francisco,Cervantes,454.75000000000006
Alicia,Velez,4652.099999999999
Lizbeth,Toledo,3460.6
Daniel,Camacho,4514.5
Claudia,Martin,1236.56
Esperanza,Martínez,316.32
Ignacius,Dingfelder,3282.1
Jesús,Contreras,2362.84
Kathia,Antillón,3968.3599999999997
Daniel,Sierra,3043.68
Jessica,Soto,497.88000000000005
Samir,Valenzuela,3347.38
Marco,Tarín,5443.07
Juan,Ramírez,3337.9500000000003
Bladimir,Favela,3712.8
Maria,Lameiro,833.17
Edgar,Vazquez,800.1
Orlando,Quirarte,2149.14
Sayda,Rivas,1567.6200000000001
Alicia,Lafaire,2821.35
Jorge,Cano,1699.52
Raúl,Correa,4817.8
Angel,López,1705.1
Natalia,Jiménez,995.22
Jaime,Guerrero,4726.08
José,Figueroa,6333.0
Omar,García,2023.2800000000002
Javier,Roman,1137.78
Jorge,Ramos,1273.92
Raúl,González,3108.6200000000003
Dámaris,Blanco,117.42
Fátima,Pelayo,568.4399999999999
Karen,Vilchis,3219.63
Jose,Domínguez,2129.4
Andrés,Gámez,3835.4399999999996
Jorge,Melo,1186.1
Paúl,Morris,6230.7
Nina,Sánchez,3706.2
Abraham,Aguilera,1077.0
José,Arias,9670.5
Carlos,Hernández,723.5799999999999
Eduardo,Madrigal,1860.3000000000002
Yozelin,Lamadrid,2664.9
Carlos,López,5963.88
Andrea,Mora,86.71000000000001
Elisa,González,2795.7999999999997
Karen,Salinas,1343.7
Rodrigo,Chávez,568.75
Eligia,Becerra,101.76
Juan,Rentería,4516.74
Enrique,Amador,1843.8300000000002
Carlos,Herrerías,145.13
Angelines,Rojas,427.84999999999997
José,Gaytán,5848.92
Miguel,Peregrina,2175.75
Diego,Briceño,1114.5900000000001
Paola,Rodríguez,4764.54
Regina,Bravo,2168.8799999999997
Josúe,Meza,3515.7
Moisés,Dávalos,3486.12
Mario,Bañuelos,261.0
Stefanie,García,2794.1400000000003
Enrique,Limón,2512.06
Oscar,Rosales,3256.44
Daniel,Dávila,321.0
Thalía,Marino,2030.3999999999999
José,Ulacia,4569.18
Cruz,Ortíz,1819.44
Sergio,Moreno,2119.36
Angelberto,Ascencio,1172.0
Ricardo,Barba,1963.04
Rodrigo,Sanchez,558.24
Rosalina,Gómez,1244.48
Aneila,Bouquet,1661.92
Vanessa,Elizalde,971.5
Bertha,Rodriguez,1217.3700000000001
Edder,Mendoza,4378.150000000001
Isabel,Jarquín,5415.299999999999
Grecia,Rodríguez,1812.0900000000001
Polina,Curiel,4996.120000000001
Julio,Martínez,5629.52
Daniel,Gutiérrez,304.22
Andrea,Balderrama,4301.4
León,Soto,4791.8
Jorge,Domínguez,865.28
Karina,Gámez,2235.24
Carlos,Hernández,380.47999999999996
Josué,Bricchi,798.72
Marco,Martínez,5878.53
Abraham,Lizárraga,10783.359999999999
María,Escoto,3490.5
Soledad,Zepeda,954.5
Martha,Vega,4397.12
Eduardo,Eng,4953.68
Victoria,Arceo,3490.2
Miguel,Gutiérrez,8628.0
Mauricio,Prieto,1109.64
Christian,Martínez,1054.51
Rodrigo,Sahagún,3638.58
Jorge,Gaytan,431.46
Juan,Salazar,3204.0
Anysabel,Alcaraz,3930.66
Javier,Ramírez,3717.8999999999996
José,Flores,3464.9500000000003
Martha,Pérez,3681.25
Marisol,Castro,2514.0099999999998
Diego,Grajeda,414.63
Tania,Murguia,3869.5299999999997
Diego,Ocampo,2668.32
Karla,Martínez,667.58
Sofia,Téllez,1618.68
Fernando,Cabrera,887.8000000000001
Ibrahim,Arrañaga,3552.5699999999997
Juan,Ochoa,2139.06
Karen,Marzuca,2302.56
Angel,Cuellar,2311.32
Daniel,Rocha,5325.8099999999995
Miguel,Prado,1475.88
Aurea,Delgado,1674.56
Crissanty,Salinas,2338.71
Ivette,Ródriguez,1856.58
Brenda,Parra,4737.320000000001
Benjamín,García,4179.84
Carlos,Salomon,1110.8999999999999
Alan,Navarro,1998.21
Erik,Velázquez,1630.1599999999999
Dulce,Vergara,180.35999999999999
Gloria,Ramírez,7037.08
Andrew,Hernández,6734.2300000000005
Catalina,Bayardo,80.55
Karla,Martínez,2717.0
Alberto,López,1360.34
Jesús,Rodarte,2070.0
José,Millán,302.65999999999997
Alejandro,Vazquez,4565.400000000001
Carla,Jimenez,698.28
Leticia,González,5319.490000000001
Pedro,Amezcua,1565.53
Omar,Cerda,2811.1299999999997
Jorge,Fuentes,9435.92
Michell,Pineda,4631.76
Jorge,Pollano,4480.2
Doria,Rodríguez,1544.4
Patricia,Delgado,852.55
Karen,Sánchez,2705.7
Arturo,Plaschinski,6502.32
Ana,Rojas,1854.6200000000001
Francisco,Rubio,6225.4400000000005
José,Mora,526.5
Claudio,Salazar,3429.6
Ana,Linares,2862.0
José,Lordméndez,464.21999999999997
Diego,Barba,1688.05
Juan,Chávez,4260.92
Luis,Hernández,4024.35
Jose,Vergara,91.2
Carlos,Pardo,19.95
Miriam,Sepulveda,353.4
Katerina,Cruz,670.5600000000001
Daniel,Crespo,3513.64
Karen,Barba,2560.3599999999997
Fabiola,Jiménez,509.83
Alejandra,Bonilla,1416.5
Tiana,Herrera,353.0
Oscar,Gómez,717.3000000000001
Denise,Gutiérrez,661.5
Jorge,Prieto,838.5
Monica,Lomelí,442.08
Erick,Franch,953.42
Jorge,Orozco,6640.45
Rocío,Tirado,3388.71
Jose,Castañeda,3784.9
Cindy,Vega,1753.1999999999998
Reyes,Rodríguez,3944.72
Andrea,Macías,2123.3599999999997
Luz,Gutiérrez,4503.8
Omar,Alvarez,3303.65
Alejandra,Julián,1055.34
Jorge,Narváez,1990.56
Martín,Jerónimo,1804.0
Leandro,Guzmán,45.0
Ana,Pelayo,2216.74
Maria,Maldonado,6884.169999999999
Sonia,García,1880.26
Melba,González,855.6
José,Corza,1610.28
Luis,Doddoli,888.26
Román,Moreno,1110.42
Jazmín,Martínez,1846.6299999999999
Agustín,Martínez,1417.05
Luis,Martínez,3543.6500000000005
Juan,Montoya,2403.39
Samuel,Tamez,865.04
Mayra,Cervantes,7366.47
Cecilia,Moral,601.65
Daniela,Padilla,8637.5
Francisco,Inda,1686.2199999999998
Enrique,Ortiz,6612.960000000001
Eduardo,Ramirez,9249.6
Ulrich,Segura,999.54
Germán,Pérez,2521.2
Michelle,Rojas,8565.48
Edgar,Bejarano,2805.35
Julio,Flores,4374.24
Theilly,Topete,1284.33
Gloria,Pelayo,4618.12
Aleph,Paredes,4978.8
Juan,Anzaldo,419.90000000000003
Jorge,Gómez,4823.0
Ernesto,Munguía,3517.65
Karina,Morett,481.25
Eduardo,Carrillo,3905.69
Carlos,Carvajal,4300.5599999999995
Jorge,Cortés,1094.34
Bianca,Arévalo,3354.6800000000003
Jorge,Ornelas,1893.3500000000001
Sergio,Carrillo,895.5
Mario,Rosas,2667.08
Rodrigo,Gutierrez,752.4
Mireya,Infanzón,3868.2
