Nombre Paterno Hrs Pago
Myriam Litchi 26 171.96
Hilda Palazuelos 49 18.59
Gisela Hach 60 129.42
Jorge Corona 17 52.42
Janeth González 38 87.96
Antonio Navarro 39 111.53
Ana Mora 48 65.14
Paul Payán 38 86.86
Miguel Alarcón 53 47.62
Maria Navarro 20 67.30
Irene Aguilar 56 30.10
Karen Martinez 55 156.50
Martha Perochena 37 56.53
Stephanie Font 60 142.35
Pedro Padilla 21 54.25
Ulises López 21 21.96
Luis Laguna 54 85.38
Enrique Suárez 50 1.37
Jonathan Dominguez 46 164.72
Jethro Pizá 19 142.16
Manuel García 47 30.05
José Piña 47 111.76
Jonathan Vaca 40 111.47
Claudia Urquía 23 4.53
Abraham Lozano 47 44.95
Alberto Aroche 19 112.43
Marcela Ornelas 19 149.40
Ricardo Castillo 17 34.31
José Orozco 44 113.14
Manuel Calderón 57 66.33
Rodrigo Nuño 18 89.88
Mariana López 20 121.34
Carlos Ortíz 50 158.82
Noemi Ortiz 16 14.80
Salvador Oropeza 31 132.09
Daniel Barreto 52 65.87
Marco Suárez 52 22.40
Josué Partida 57 31.03
Javier Aguilar 50 90.17
Adriana Sepulveda 26 121.87
Sebastián Escoto 15 82.00
Claudia Rey 35 13.89
Fernando Ramírez 26 37.44
Héctor Rubio 40 121.46
Fabián Rangel 48 38.90
César Mercado 29 131.86
Sandra Bueno 28 66.42
Michel Flores 28 138.45
Gabriela Leyva 28 90.12
Carlos García 23 121.83
Luis González 54 17.07
Carlos Rauda 47 181.02
Bertha Rojas 24 100.96
Ivon Grayeb 46 57.21
Mariana Torres 44 133.88
Ana Macias 32 164.19
Karla Ojeda 28 70.03
Samira Contreras 53 14.94
Rocio Vázquez 35 75.49
Stephanie Osuna 17 27.55
Anahí Hernández 27 103.67
Daniella Zarate 49 61.12
Hugo Arévalo 55 66.95
José Berrelleza 48 86.39
Susanna Pun 18 144.12
Lucia Mendoza 48 13.21
Carlos Sahd 22 175.48
María Delgadillo 23 55.20
Martha Alvarez 47 62.95
Mayari Bañuelos 43 63.37
Rebeca Alejandre 30 137.19
Pedro Bucio 21 3.25
Fidel Avendaño 31 46.43
Andrea Esparza 20 7.46
Jesús Chávez 18 41.28
Aldo Torres 55 75.56
Miguel Meade 28 70.85
Silvia Gómez 55 34.96
Yoel Alcocer 20 120.31
Susana González 18 2.40
Mariana Serrano 17 177.50
Andrés Durán 47 56.36
Adolfo Niebla 46 79.83
Claudia Bogarín 16 2.79
Francisco Ayala 18 37.71
Alvaro Castañón 39 17.96
Héctor Villalpando 53 71.15
Diana Gutiérrez 31 80.87
Miriam Salgado 53 91.68
Carlos Altúzar 28 154.99
Bárbara Ramírez 37 22.78
Rodrigo Ramírez 49 16.08
Jorge Cortés 28 112.71
Adriana Hernández 29 61.72
José Caro 17 79.72
Daniel Urbina 58 128.97
Laura Medina 35 106.05
Zulma Tiscareño 53 75.91
Daniela López 37 89.72
Erika Rivera 60 33.19
Evelin Ruvalcaba 45 141.75
Andrea Rocha 54 91.03
Manuel Hernandez 17 82.56
María Moreno 47 73.71
José Monteón 36 131.37
Andrea Soto 27 147.49
Luis Contreras 40 63.20
Ileana Bernal 15 119.85
Karen Irra 17 183.68
Jennifer Gayoso 21 131.97
Christian Barba 18 113.22
Valeria Franco 34 68.98
America Mendoza 56 128.84
Luis Jiménez 24 8.92
Diego Payan 16 87.85
María Gallego 51 79.51
Bernardo Munguía 49 110.92
Luz Mazariegos 26 96.41
Juan Orvañanos 40 25.31
Santiago Jiménez 55 8.67
Ricardo Madrigal 52 91.99
Diana Yáñez 60 9.57
Oscar Bracamontes 58 93.34
Héctor Cabrera 43 131.72
Alejandro Peña 42 58.20
David Magaña 15 72.73
Omar Núñez 33 137.14
Héctor Sisnett 55 111.67
Luis Vázquez 51 129.39
Alonso Bolaños 60 44.96
Carlos Guijarro 45 161.11
Rita Padilla 45 23.26
Habbibi López 50 29.72
Jaime González 56 113.23
Aldo Valdez 34 177.24
Eliézer Padilla 48 15.38
Jesús López 51 29.43
Luz Lares 30 82.66
Sarah Andrade 40 60.58
Ana Gómez 28 175.72
Lorena Silva 58 166.05
José Sánchez 16 168.40
Karely Bonilla 48 48.39
Yuinleng Colín 56 56.99
Miguel Salcedo 58 29.80
Iván Espinosa 15 104.90
Gasibe González 44 2.22
Paul Nuñez 53 91.60
Barbara Beltrán 57 84.47
Gerardo Gutiérrez 29 94.82
Bruno Lanczyner 35 123.06
Salvador Guzmán 16 53.63
Diana Arcos 50 103.97
Pablo Velázquez 25 49.74
Alejandro Rodríguez 47 89.34
Manuel Lamadrid 40 45.35
Maricarmen Santarelli 33 32.85
José Aguilar 51 22.97
Carlos Ramos 35 0.94
Arianna Alarcón 22 181.55
Lourdes Camarena 56 44.25
Jesús Muradyan 56 84.91
Juan Fernández 46 39.13
Enrique Cancino 52 106.98
Ivette Tello 25 34.07
Jorge Gutiérrez 28 198.49
Carlos Serrano 20 51.26
Zyanya Virgen 43 80.33
Rafael Hernández 36 14.29
Viviana Gálvez 27 30.22
Norma Salazar 46 22.62
Elizabeth Flores 60 5.88
Andrés Hernández 33 74.29
Ismael Covarrubias 22 10.80
Luis Cañedo 38 50.20
Karla Arenas 59 22.03
Yoali Díaz 57 67.17
Marcela Becerra 22 145.50
Felipe Llano 46 47.78
Fernando Amaya 47 63.90
Laura González 22 14.82
Diana Ruiz 21 53.00
Natalia Langarica 51 75.14
Alejandra Hernández 53 131.50
Enrique Parada 39 25.05
Tanya Kimoto 31 100.53
Kaori Ramos 54 22.46
Sergio Angulo 56 99.30
Angelica Delgado 23 71.16
Citlali Herrera 48 82.48
José Espinoza 17 61.47
Manuel Arias 17 19.27
Mario Robledo 23 182.90
Francisco Ponce 15 21.64
Antonio Cárdenas 17 122.14
Ariel Reyes 59 142.90
Fernando Ramírez 54 28.68
Oscar Rivera 22 29.16
Sarah Villarreal 28 14.23
Jason Vergara 51 92.81
José Campos 44 160.73
Bernardo Marín 26 40.02
Mauro Maeda 29 123.99
Maui Velasco 29 13.88
Carlos Vallejo 30 43.38
Julio González 28 138.75
David Cabrera 25 40.23
Jorge Torres 23 49.66
Karla Málaga 54 26.07
Heladio Morett 40 59.12
Ricardo Cruz 31 19.28
Mayra Armida 24 107.07
Marcos Espinosa 58 151.12
Juan Armenta 37 127.76
Fernando Duarte 51 47.71
Carlos Torres 41 70.97
Beatríz Domínguez 19 98.44
Leticia Alcaraz 53 23.53
Marla Vargas 53 76.61
Leslye Anguiano 49 36.19
Elizabeth Morales 35 24.73
Mariana Voss 60 83.99
Víctor Zaragoza 55 125.05
Mariana Montes 23 91.93
Laura Muez 46 56.67
Andrea Cazarez 24 97.67
Santiago Rábago 48 94.47
Enrique Barrera 28 102.79
Rebeca Salcedo 57 144.97
Delia Hernández 43 15.00
Mariana Sánchez 22 51.59
Abelardo Abundis 47 60.87
José Armenta 21 111.12
Ana Campos 17 62.56
Rosa Cendales 44 94.16
Alejandro Delgado 37 61.84
Javier Macias 47 57.61
Mónica Naranjo 49 55.53
Paulina Partida 15 46.47
Alina Acosta 28 26.48
Herminio Celis 41 158.31
Juan Llamas 28 88.47
Luis Robles 28 106.90
Sandra Montoya 30 5.91
Hayk Méndez 18 73.50
Paola Solis 54 23.32
Aldo Arteche 35 14.73
Miguel Fernández 26 167.65
Eduardo Morales 57 18.75
Javier Meléndez 54 130.58
José Arévalo 23 121.05
Javier Hinojosa 43 11.44
Jorge Naranjo 26 94.13
José Hernández 30 103.28
Kenia Fernández 49 84.71
Jaime Gastelum 42 124.47
Alejandro Salinas 60 14.13
Liza Padilla 45 79.60
Ana Ventura 34 69.57
Claudia Luengas 30 103.87
Aranzazú Ruíz 18 49.23
Cristal Maciel 23 67.03
Carla Mirón 16 80.59
Carlos Petersen 29 124.65
Alberto Martínez 35 80.55
Diego Pineda 50 108.85
Diego Robles 52 77.45
René Flores 17 164.75
Pablo Salmerón 55 105.69
Benito Velázquez 33 36.08
Carlos Parra 51 73.74
Victor Cárdenas 36 24.97
Claudia Nísino 53 165.63
Jaime Rodriguez 53 10.11
Ana Galindo 38 21.91
Andrés Garza 29 25.84
Cecilia Meza 38 0.53
Manolo Ronquillo 44 6.34
Alberto Blanquet 16 93.04
Aldo Velasco 29 93.13
Ana García 26 52.91
Elisa Robles 42 34.06
Andrés Galván 19 30.95
Jesica Oregel 54 40.36
María Navarro 59 64.19
Luis Chávez 29 4.04
Mariana Hernandez 16 185.29
Mayra Ramos 47 56.85
Michelle Trillo 32 21.80
Francisco Torres 18 93.01
Oscar Pérez 53 78.22
Osvaldo Bribiesca 22 89.50
Ana Hernández 49 56.50
Mariana Figueroa 34 78.51
Cecilia Saldaña 43 27.22
Grecia Espinoza 57 131.84
Diana Parra 21 141.92
Luis Fraga 17 34.70
Jorge Revilla 48 122.72
Víctor Camarena 24 20.03
Christian Goena 43 77.68
Juan Rodríguez 45 128.72
Rafael López 54 13.46
Odette Méndez 52 70.41
Gilberto Brakmo 48 71.97
Ingrid Ibarra 26 73.49
Lidia Cortés 19 12.78
Jessica Moncayo 26 30.51
Elizabeth Ramos 22 127.89
Luis Araoz 40 36.43
Teresa Hernandez 55 92.66
Diego Pérez 36 93.01
Ana Esparza 20 11.36
Gabriel Ventura 32 9.47
Luis Gaitán 22 11.80
Luis Hernández 32 28.33
Adriana Ledesma 41 98.61
José Acosta 60 98.25
Karen Gómez 41 14.56
Evelyn Silva 27 114.48
Mariely Barrientos 41 134.50
Athziri Camarena 55 119.95
Luis Solis 15 71.50
Allan Olvera 48 34.95
Cesar Escalante 17 75.92
José Romero 29 25.84
Alejandra Madrigal 31 68.97
Carlos Arredondo 25 120.93
Alvaro Cortes 28 65.94
Jorge Báez 36 45.11
Paulina Orendain 51 67.45
Marco Limón 37 91.27
Miguel Castellanos 40 56.80
Martín Guereña 32 34.78
Abraham Velázquez 17 164.21
Karla Izquierdo 31 63.76
Francisco Ramírez 43 79.23
Alan Acosta 36 116.43
Ramón Canales 16 120.48
Vania Casillas 43 86.17
Chris Bonilla 48 66.12
Karol González 29 102.01
Victor Gómez 54 139.06
Daniel Arana 46 63.25
Everardo Hernández 59 65.33
Jesus Gomez 22 42.86
Rosaura Ortega 56 85.48
Karla Sánchez 17 32.59
Leticia Monsiváis 32 31.76
Lucía Martínez 48 12.52
Ruth Gutiérrez 44 54.52
Héctor Ornelas 42 34.64
Alejandro Inzunza 18 119.63
Ana Cessa 54 50.99
Gilberto Galeana 44 13.93
Félix Castillo 46 103.61
Fernanda O´Farril 48 31.86
Luis Frías 21 11.85
Eduardo Montaño 23 41.39
José Rodríguez 40 143.56
Miguel García 50 83.55
Fernando Lomelín 31 65.01
Salvador Caudillo 53 49.23
María Ramírez 55 74.23
Héctor Zendejas 47 56.45
Genaro Yáñez 19 92.63
Mauricio Gallo 51 109.90
Cristopher Gonzalez 38 110.31
Jessica González 27 105.71
Axel Cessa 35 168.24
Luis Gandoulf 40 77.11
Rogelio Diaz 20 124.88
Carmen Pérez 21 50.11
Juan Padilla 40 1.90
Antonio Yáñez 15 27.21
Miguel Garcia 31 9.53
Abraham Garcia 45 26.52
Karina Masciarelli 30 54.89
Carlos Cessa 15 131.84
Armando Espino 57 4.36
José Meneses 33 15.82
Adriana Castillo 44 27.77
Carlos Siordia 21 109.03
Jennifer Carrillo 49 106.49
Richard Rivas 18 47.43
Abelardo Gutiérrez 16 28.30
Miguel Cerecedo 53 16.08
Marco Neri 16 143.12
Mariel Zavala 18 62.34
Livier Perez 40 60.06
Adaía Villegas 59 71.18
Elizabeth Medrano 40 40.12
Adriana Hernández 40 92.57
Luz Madrigal 44 56.30
Ana Sánchez 23 55.87
Itzel Aguilar 49 106.91
Stephanie López 38 49.28
César González 31 38.57
José García 17 104.00
Isis Velázquez 31 67.65
Laura Chiu 46 71.84
Lizneth Arias 41 76.05
Johan Peña 37 65.17
Juan Monroy 33 61.30
Daniel Rebolledo 51 128.89
Santiago Rodríguez 54 30.32
Alejandro Arcaute 35 0.29
Edgar Maza 47 103.13
Gina Carrillo 25 89.89
Julieta Sandoval 32 90.41
Vilma Gómez 20 95.75
Itzi Gómez 15 112.96
Tomas Farah 19 124.76
Leonardo Bojórquez 43 53.15
Andrés Alvarez 24 98.36
José Naranjo 17 100.31
Tomás Zamora 41 40.81
Alejandro Quintero 46 121.65
Daniel Lepez 16 5.35
Andrea Toledo 38 23.91
Zitlalkuahutli López 46 8.93
Brenda Díaz 30 103.29
Ampelio Reyes 52 70.66
Samuel Rivera 39 13.42
Gustavo Aguilar 53 100.49
Teófilo Andalón 18 11.12
Juan Velazquez 54 115.76
Jessica Cortés 33 29.48
Hilda Bernal 50 30.26
Miguel Torres 55 122.69
Gabriela Vargas 54 83.53
César Tejeda 45 73.66
Roberto Amaro 52 9.63
Alfredo Reséndiz 53 99.85
Alvaro Silerio 47 14.91
Victoria Cázares 60 121.85
Alejandra Fiscal 57 54.59
Jennifer Basave 36 84.34
Marcela Peregrina 34 86.47
Adriana Covarrubias 31 89.94
Rosal Torres 28 58.09
Eduardo Reyes 22 22.36
Edmundo Flores 38 24.70
Karla Garcia 48 54.20
Aldo González 21 70.26
Ivan Nieto 48 117.97
Gerardo Martínez 58 62.33
Francisco Zamora 30 1.37
Stefania Gutiérrez 60 27.73
Ana Plascencia 34 60.40
Eder González 53 84.27
Eric González 45 69.59
Carlos Murguia 59 35.23
Karla Chávez 36 48.28
José Jiménez 34 32.33
Michelle Orellana 30 13.27
Iliana Prado 24 148.38
Isaac Cueva 42 89.00
Lino Morán 53 62.76
Saúl Ortega 46 54.01
Celina Ramírez 47 45.63
Ramon Rodriguez 31 86.77
Anabel Garcia 47 26.70
Vanessa Blanchet 28 161.12
Rafael Pérez 28 106.74
Aline Mercado 32 63.87
Emma Espinoza 34 112.44
Liliana Loza 21 94.47
Leslie Rendón 18 136.01
Guillermo Reynosa 49 6.96
Martha Perez 28 32.20
Aldo Ramirez 42 28.37
Gabriel Palacios 43 80.56
Fernando Jacobo 35 15.71
Alessandra Nieto 33 15.83
Felipe Montilla 44 117.67
Gustavo Pimienta 16 11.44
Julieta Gutierrez 41 79.70
Danya Machuca 32 80.54
Angélica Magdaleno 37 78.80
Manuel Cabriales 27 4.40
Marina Ousset 15 65.82
Rocío Llamas 21 60.19
Victor Rojas 33 102.99
Renee Santana 32 119.38
Emmanuel Novelo 30 147.92
Marco Rivera 59 86.61
Santiago Alvarez 49 85.40
Oscar Milián 56 77.82
Manuel Castañeda 22 62.15
José Villanueva 57 75.90
Maria Gutierrez 35 15.19
Raúl Berendes 32 16.28
María Ayala 48 11.88
Roberto Alvarez 56 67.25
Ana Villarreal 58 89.70
Yavari Martínez 35 105.01
Carlos García 46 63.36
José Ayala 45 53.79
Carlos Castro 55 29.47
María Cervantes 30 42.95
Juan Hernández 42 53.64
Christian Torres 39 20.21
Debora Lechuga 24 38.48
Alejandro Ibarra 53 142.19
Perla Sánchez 26 43.45
Claudia Hernández 60 44.66
Elizabeth Ortiz 47 47.53
Victor Ortíz 34 28.39
Daniel Oyarzabal 50 66.81
María Rábago 35 9.39
Ana Martín 16 84.69
José Robledo 58 20.23
Jose Arias 37 86.91
Samantha Neri 38 53.82
Gonzalo Álvarez 21 8.57
Erick Villegas 50 43.88
María Martínez 49 23.82
Brenda Martìn 41 84.39
Flor Lopez 41 167.60
Ximena Barajas 50 97.44
Mirna Ríos 30 35.13
María Hernández 54 86.76
Jaime Nadirova 15 46.92
Lourdes Escalante 42 41.37
Sofía Flores 41 92.68
Jaime Martínez 30 165.14
Ricardo Sánchez 50 82.88
Fátima Zavala 33 43.73
José López 53 104.99
Victor Bastidas 43 23.85
Julia Sánchez 44 77.91
Jesús Garcia 26 78.49
José Pérez 53 77.73
Jesús Diaz 35 43.22
Griselda Vázquez 29 122.92
Luis León 15 39.37
Yesica Alvarez 46 80.88
Eduardo Ayala 49 86.89
Lourdes Martín 21 46.76
Edson Carabez 43 105.12
Jaime Dávila 40 12.51
Edgar Uranga 46 139.66
Dalia Velázquez 33 148.95
Carlos Aguas 28 2.96
Kirsten Reyes 52 113.80
Bernardo Flores 19 86.66
Luz Muñoz 22 24.62
Rosa Luna 43 8.77
Laura Ortíz 43 21.60
Joel Darwish 28 83.16
Andrea Gasca 42 127.49
Carlos Sedano 26 28.15
Diana Jasso 26 72.09
Lorena Navarro 18 81.48
Jose Lomelí 42 20.48
Yurixy Orozco 54 126.65
Sofía Velasco 51 119.90
Juan Armenta 15 45.01
Ximena Armenta 52 21.04
Jaime Aceves 32 127.86
Paulina Quintero 21 38.44
Guillermo Padilla 17 3.48
Guillermo Acosta 22 113.83
José Meza 57 23.12
Daniel Pérez 53 164.80
Pablo González 53 143.16
Manuel Padilla 58 10.78
Ana García 24 49.96
Isis Ramirez 40 48.99
Raziel Toscano 24 126.94
Carlos Cortés 56 14.38
Carlos Morfin 15 100.22
Georgina Gómez 30 122.14
Juan Arévalo 41 58.85
Aldo Ocegueda 31 59.20
Francisco Cervantes 25 18.19
Alicia Velez 45 103.38
Lizbeth Toledo 55 62.92
Daniel Camacho 50 90.29
Claudia Martin 26 47.56
Esperanza Martínez 16 19.77
Ignacius Dingfelder 46 71.35
Jesús Contreras 19 124.36
Kathia Antillón 44 90.19
Daniel Sierra 48 63.41
Jessica Soto 54 9.22
Samir Valenzuela 31 107.98
Marco Tarín 47 115.81
Juan Ramírez 33 101.15
Bladimir Favela 42 88.40
Maria Lameiro 29 28.73
Edgar Vazquez 18 44.45
Orlando Quirarte 49 43.86
Sayda Rivas 18 87.09
Alicia Lafaire 35 80.61
Jorge Cano 16 106.22
Raúl Correa 52 92.65
Angel López 17 100.30
Natalia Jiménez 18 55.29
Jaime Guerrero 36 131.28
José Figueroa 60 105.55
Omar García 56 36.13
Javier Roman 54 21.07
Jorge Ramos 32 39.81
Raúl González 34 91.43
Dámaris Blanco 57 2.06
Fátima Pelayo 18 31.58
Karen Vilchis 59 54.57
Jose Domínguez 30 70.98
Andrés Gámez 56 68.49
Jorge Melo 29 40.90
Paúl Morris 46 135.45
Nina Sánchez 45 82.36
Abraham Aguilera 25 43.08
José Arias 50 193.41
Carlos Hernández 26 27.83
Eduardo Madrigal 45 41.34
Yozelin Lamadrid 27 98.70
Carlos López 52 114.69
Andrea Mora 29 2.99
Elisa González 28 99.85
Karen Salinas 45 29.86
Rodrigo Chávez 35 16.25
Eligia Becerra 48 2.12
Juan Rentería 46 98.19
Enrique Amador 27 68.29
Carlos Herrerías 23 6.31
Angelines Rojas 43 9.95
José Gaytán 44 132.93
Miguel Peregrina 45 48.35
Diego Briceño 53 21.03
Paola Rodríguez 33 144.38
Regina Bravo 56 38.73
Josúe Meza 30 117.19
Moisés Dávalos 33 105.64
Mario Bañuelos 58 4.50
Stefanie García 57 49.02
Enrique Limón 43 58.42
Oscar Rosales 44 74.01
Daniel Dávila 30 10.70
Thalía Marino 36 56.40
José Ulacia 33 138.46
Cruz Ortíz 56 32.49
Sergio Moreno 37 57.28
Angelberto Ascencio 50 23.44
Ricardo Barba 16 122.69
Rodrigo Sanchez 48 11.63
Rosalina Gómez 32 38.89
Aneila Bouquet 17 97.76
Vanessa Elizalde 50 19.43
Bertha Rodriguez 51 23.87
Edder Mendoza 35 125.09
Isabel Jarquín 55 98.46
Grecia Rodríguez 21 86.29
Polina Curiel 59 84.68
Julio Martínez 52 108.26
Daniel Gutiérrez 53 5.74
Andrea Balderrama 30 143.38
León Soto 38 126.10
Jorge Domínguez 52 16.64
Karina Gámez 21 106.44
Carlos Hernández 29 13.12
Josué Bricchi 48 16.64
Marco Martínez 49 119.97
Abraham Lizárraga 58 185.92
María Escoto 39 89.50
Soledad Zepeda 23 41.50
Martha Vega 56 78.52
Eduardo Eng 38 130.36
Victoria Arceo 42 83.10
Miguel Gutiérrez 50 172.56
Mauricio Prieto 21 52.84
Christian Martínez 17 62.03
Rodrigo Sahagún 37 98.34
Jorge Gaytan 47 9.18
Juan Salazar 48 66.75
Anysabel Alcaraz 29 135.54
Javier Ramírez 54 68.85
José Flores 23 150.65
Martha Pérez 25 147.25
Marisol Castro 29 86.69
Diego Grajeda 17 24.39
Tania Murguia 49 78.97
Diego Ocampo 51 52.32
Karla Martínez 29 23.02
Sofia Téllez 42 38.54
Fernando Cabrera 23 38.60
Ibrahim Arrañaga 21 169.17
Juan Ochoa 21 101.86
Karen Marzuca 36 63.96
Angel Cuellar 34 67.98
Daniel Rocha 49 108.69
Miguel Prado 42 35.14
Aurea Delgado 16 104.66
Crissanty Salinas 33 70.87
Ivette Ródriguez 22 84.39
Brenda Parra 49 96.68
Benjamín García 56 74.64
Carlos Salomon 42 26.45
Alan Navarro 43 46.47
Erik Velázquez 28 58.22
Dulce Vergara 36 5.01
Gloria Ramírez 46 152.98
Andrew Hernández 43 156.61
Catalina Bayardo 15 5.37
Karla Martínez 55 49.40
Alberto López 34 40.01
Jesús Rodarte 20 103.50
José Millán 37 8.18
Alejandro Vazquez 60 76.09
Carla Jimenez 46 15.18
Leticia González 37 143.77
Pedro Amezcua 17 92.09
Omar Cerda 49 57.37
Jorge Fuentes 52 181.46
Michell Pineda 24 192.99
Jorge Pollano 36 124.45
Doria Rodríguez 20 77.22
Patricia Delgado 59 14.45
Karen Sánchez 29 93.30
Arturo Plaschinski 36 180.62
Ana Rojas 47 39.46
Francisco Rubio 41 151.84
José Mora 26 20.25
Claudio Salazar 30 114.32
Ana Linares 36 79.50
José Lordméndez 18 25.79
Diego Barba 35 48.23
Juan Chávez 37 115.16
Luis Hernández 33 121.95
Jose Vergara 60 1.52
Carlos Pardo 19 1.05
Miriam Sepulveda 30 11.78
Katerina Cruz 24 27.94
Daniel Crespo 58 60.58
Karen Barba 46 55.66
Fabiola Jiménez 17 29.99
Alejandra Bonilla 25 56.66
Tiana Herrera 25 14.12
Oscar Gómez 18 39.85
Denise Gutiérrez 35 18.90
Jorge Prieto 30 27.95
Monica Lomelí 16 27.63
Erick Franch 38 25.09
Jorge Orozco 59 112.55
Rocío Tirado 39 86.89
Jose Castañeda 35 108.14
Cindy Vega 24 73.05
Reyes Rodríguez 52 75.86
Andrea Macías 23 92.32
Luz Gutiérrez 28 160.85
Omar Alvarez 35 94.39
Alejandra Julián 39 27.06
Jorge Narváez 29 68.64
Martín Jerónimo 44 41.00
Leandro Guzmán 30 1.50
Ana Pelayo 46 48.19
Maria Maldonado 53 129.89
Sonia García 41 45.86
Melba González 23 37.20
José Corza 18 89.46
Luis Doddoli 46 19.31
Román Moreno 18 61.69
Jazmín Martínez 47 39.29
Agustín Martínez 15 94.47
Luis Martínez 55 64.43
Juan Montoya 33 72.83
Samuel Tamez 22 39.32
Mayra Cervantes 53 138.99
Cecilia Moral 15 40.11
Daniela Padilla 50 172.75
Francisco Inda 59 28.58
Enrique Ortiz 48 137.77
Eduardo Ramirez 60 154.16
Ulrich Segura 18 55.53
Germán Pérez 22 114.60
Michelle Rojas 54 158.62
Edgar Bejarano 19 147.65
Julio Flores 52 84.12
Theilly Topete 31 41.43
Gloria Pelayo 52 88.81
Aleph Paredes 54 92.20
Juan Anzaldo 19 22.10
Jorge Gómez 25 192.92
Ernesto Munguía 45 78.17
Karina Morett 35 13.75
Eduardo Carrillo 31 125.99
Carlos Carvajal 44 97.74
Jorge Cortés 46 23.79
Bianca Arévalo 28 119.81
Jorge Ornelas 19 99.65
Sergio Carrillo 30 29.85
Mario Rosas 23 115.96
Rodrigo Gutierrez 19 39.60
Mireya Infanzón 30 128.94
Wallis Montecillo 28 52.77
Enrique Solis 33 28.49
Andrea Pérez 21 65.71
Beatriz Reyes 53 27.17
Carolina Molina 56 13.33
Maria Zamorano 37 117.78
Mónica Orozco 16 182.96
José Osuna 49 128.84
Josue Orozco 36 93.42
Siomara Villarreal 34 9.38
Alex Navarro 38 43.44
Oscar Sisnett 31 132.48
Alvaro Núñez 32 59.93
Rominna Elizondo 16 72.58
Carlos Mendoza 49 79.78
Alberto Valera 41 101.68
Antonio Avila 32 127.54
Jesús Carpinteyro 33 144.00
Ana Carpinteyro 18 46.71
Alvaro Méndez 19 85.43
María Gómez 39 28.97
Eduardo Ahumada 58 14.66
Armando Peña 59 51.34
Jose Villaseñor 45 2.98
Jessica Amézquita 17 27.07
Gabriel Vergara 39 88.72
Mariana Carriera 47 156.56
Roberto Vázquez 38 40.05
Eduardo Ochoa 26 65.13
María Farias 40 2.13
Raúl Sánchez 54 20.29
Angélica Díaz 37 104.79
Fernando Atanacio 31 114.65
Alejandro Williams 51 105.72
Diego Camarena 41 102.61
Susana Guardado 41 56.12
Ana Paez 50 110.47
Maricarmen Gómez 31 78.14
Diana Nuncio 26 96.15
Susana Barba 59 2.76
Fausto Panduro 46 55.91
Celia Rivera 54 21.60
Luís Ruvalcaba 49 44.08
Julio Gallardo 28 34.11
Eduardo Valdivia 25 84.96
Juan Sánchez 54 118.50
Francisco González 18 11.58
Antonio Machuca 36 60.18
Jesús López 43 107.77
Alejandra Blanhir 15 102.50
Antonio Quiles 24 63.95
Isaac Chávez 33 120.23
Andrea Gómez 53 0.25
Carlos Orozco 33 2.38
Javier Oseguera 29 111.57
Leo Maldonado 32 13.51
Carlos Pelayo 25 132.68
Siboney García 40 80.17
Mitzi Sandoval 33 47.72
Jorge Andrade 38 14.37
Juan Esqueda 17 38.96
Paula Navarro 46 116.64
Adriana Orozco 57 36.30
Gustavo Michel 21 48.51
Verónica Paredes 34 47.67
Gabriela Vázquez 44 82.01
Laura Padilla 45 7.17
Javier García 20 2.97
Jorge Ortíz 35 35.64
María Valencia 21 77.55
Susana Gloria 37 146.46
Jimena Ballesteros 45 3.64
José Flores 29 82.23
Scarlett López 37 30.90
Paola Valenzuela 53 59.42
Edna Fonseca 52 105.73
María Pérez 28 56.23
Genaro Batani 40 23.42
Paulina Duarte 28 82.27
Jessica Romero 25 62.67
Héctor Briceño 37 29.41
Perla Gonzalez 21 57.27
Sergio Ramírez 41 56.56
Carlos Villaseñor 21 9.88
Gustavo Gómez 25 20.78
Moises González 40 111.66
Jesús Petersen 32 130.91
Luis Osuna 54 74.77
Roberto Villaseñor 25 59.52
Fernando Gallegos 60 58.77
Laura Cortes 33 66.43
Ricardo Mandujano 46 118.78
Fernando Loaiza 18 12.92
Alfa Milanés 38 50.37
Karla Maldonado 17 87.59
Jaime Alarcón 25 67.94
Ahiran Carranza 54 56.02
Sonia Espinoza 30 90.13
Daniel Pinto 21 122.27
Abril Rubio 49 90.87
Jorge Franco 27 86.27
Juan Huerta 26 43.20
Kathya Rajaram 49 148.59
Elias Angulo 15 31.35
Ernesto Amezcua 58 162.65
Marisol Medina 36 77.81
María Ortega 16 8.01
Fabián Ortíz 37 18.30
Andrea Martínez 48 0.84
Luis Sánchez 17 12.25
Enrique Manzo 59 29.55
José Velázquez 46 101.43
Marian Castro 21 22.26
Lesly Armenta 21 24.82
Carlos Martínez 32 101.93
Jesús Rodríguez 16 36.16
Jorge Zamora 49 41.46
Edgar Rodríguez 27 114.00
Felipe González 57 89.18
Sergio Clavel 18 63.14
Inverly Heimpel 51 140.85
Josué Cortés 39 37.68
María Tarriba 17 24.78
Nabor Romero 33 71.09
Ana Miranda 15 78.34
Eduardo Esqueda 33 113.29
Luis Ferrusca 42 29.82
Oscar López 30 80.18
Jessica Román 24 49.01
Alan Toscano 43 100.76
Hector González 22 18.05
Gladys Flores 19 36.89
Diego Arys 37 4.15
Ricardo Ramos 35 46.89
Andrea Amézquita 30 4.09
Jorge Gómez 33 75.64
Ricardo Tejeda 56 71.30
Angélica Ruiz 40 37.99
Luis Lomelí 54 65.67
Germán González 45 102.87
Daniel Jiménez 35 61.09
David Bibo 30 101.00
Aldo Cervera 37 38.26
Horacio Kelly 33 19.77
Paulina Guggenbuehl 60 85.43
Paola García 21 94.01
